Product Name,Review
"Apple iPhone 14 (128GB, Purple)",Amazing
"Apple iPhone 14 (128GB, Purple)",Good product as expected.
"Apple iPhone 14 (128GB, Purple)",Very affordable price lots of variety. Thanks to SUKHEN HALDER for giving me very well guidance to purchase right smartphone according to my needs.
"Apple iPhone 14 (128GB, Purple)",Switched from android to iphone and I am loving it. Trying to adapt to this phone but yeah always a bettter choice than other phones.
"Apple iPhone 14 (128GB, Purple)","This device has an Alluminium body and low refresh rate. Its a compromise on body, camera and display."
"Apple iPhone 14 (128GB, Purple)",Excellent
"Apple iPhone 14 (128GB, Purple)",Very good product
"Apple iPhone 14 (128GB, Purple)",Awesome product
"Apple iPhone 14 (128GB, Purple)",Nice performance
"Apple iPhone 14 (128GB, Purple)",Excellent product
"Apple iPhone 14 (128GB, Purple)",Amazing experience
"Apple iPhone 14 (128GB, Purple)",Too good experience
"Apple iPhone 14 (128GB, Purple)",IPhone 14's camera and battery life is good and other features is also best. And purchase experience in Croma for customer and behaviour very good and helpful.
"Apple iPhone 14 (128GB, Purple)",Awesome
"Apple iPhone 14 (128GB, Purple)",Good Okay
"Apple iPhone 14 (128GB, Purple)",Excellent keep it up
"Apple iPhone 14 (128GB, Midnight)",Apple product are always nice
"Apple iPhone 14 (128GB, Midnight)",Product is ok
"Apple iPhone 14 (128GB, Midnight)",All in all everything is best.
"Apple iPhone 14 (128GB, Midnight)",Bad experience
"Apple iPhone 14 (128GB, Midnight)",Product is working good
"Apple iPhone 14 (128GB, Midnight)",Its an apple product so basically it is very good since I have been using Apple products for more than 10 years
"Apple iPhone 14 (128GB, Midnight)",Nice.
"Apple iPhone 14 (128GB, Midnight)",Very good
"Apple iPhone 14 (128GB, Midnight)",Very nice
"Apple iPhone 14 (128GB, Midnight)",Good one
"Apple iPhone 14 (128GB, Midnight)",Nice experience
"Apple iPhone 14 (128GB, Midnight)",The product is a flagship one without any doubt.
"Apple iPhone 14 (128GB, Midnight)",Great phone
"Apple iPhone 14 (128GB, Midnight)",It was an amazing experience
"Apple iPhone 14 (128GB, Midnight)",It was really a great experience. Thanks
"Apple iPhone 14 (128GB, Midnight)",Its wonderful to have this product with excellent new features
"Apple iPhone 14 (128GB, Midnight)",Excellent
"Apple iPhone 14 (128GB, Midnight)","My last product from Apple was iPhone 5 and it was an awesome phone till the time Apple was releasing product updates for it. I'm glad I made the switch back to Apple. iPhone 14 is a great phone, doesn't lag, is fluid and interface is awesome. Buying experience was great as well."
"Apple iPhone 14 (128GB, Midnight)",Good experience
"Apple iPhone 14 (128GB, Midnight)","Screen, Camera ease of use"
"Apple iPhone 14 (128GB, Midnight)",Not bad
"Apple iPhone 14 (128GB, Midnight)",Best product at best price
"Apple iPhone 14 (128GB, Midnight)",Good and helpful
"Apple iPhone 14 (128GB, Midnight)",Excellent image processing!! Lightweight!!
"Apple iPhone 14 (128GB, Midnight)",Awesome experience
"Apple iPhone 14 (128GB, Midnight)",Very good experience
"Apple iPhone 14 (128GB, Midnight)",Pathetic Experience
"Apple iPhone 14 (128GB, Midnight)",New experience
"Apple iPhone 14 (128GB, Midnight)",Good product
"Apple iPhone 14 (128GB, Midnight)","Screen, Camera ease of use "
"Apple iPhone 14 (256GB, Blue)",Nice good
"Apple iPhone 14 (256GB, Blue)",Nice experience and good approch
"Apple iPhone 14 (256GB, Blue)",Very good product
"Apple iPhone 14 (256GB, Blue)",Excellent
"Apple iPhone 14 (256GB, Blue)",Good experience
"Apple iPhone 14 (256GB, Blue)",Nice experience
"Apple iPhone 14 (256GB, Blue)",Very nice
"Apple iPhone 14 (256GB, Blue)",Very good
"Apple iPhone 14 (256GB, Blue)",Awesome
"Apple iPhone 14 (256GB, Blue)",It was great experience. Will look forward to shop something soon
"Apple iPhone 14 (256GB, Blue)",very good
"Apple iPhone 14 (256GB, Blue)",It's ok
"Apple iPhone 14 (256GB, Blue)",Good pricing
"Apple iPhone 14 (256GB, Blue)",Product is very good
"Apple iPhone 14 (256GB, Blue)",Very Good
"Apple iPhone 14 (256GB, Blue)",Actually good product quality
"Apple iPhone 14 (128GB, Red)",I love the product it is good
"Apple iPhone 14 (128GB, Red)",Good ambience. Product is good. Staffs are good. Satisfied with the product
"Apple iPhone 14 (128GB, Red)",Feeling happy
"Apple iPhone 14 (128GB, Red)","Nice service, customer friendly & worth buying, vocal for local"
"Apple iPhone 14 (128GB, Red)",Good price and great service
"Apple iPhone 14 (128GB, Red)",First iPhone! Great camera for low lights. Feels just premium. Go for it guyz.
"Apple iPhone 14 (128GB, Red)",Not happy with product
"Apple iPhone 14 (128GB, Red)",Good very good
"Apple iPhone 14 (128GB, Red)",Product is good
"Apple iPhone 14 (128GB, Red)",It was a great experience
"Apple iPhone 14 (128GB, Red)",Nice product and staff is also good and co-operative
"Apple iPhone 14 (128GB, Red)",Excellent
"Apple iPhone 14 (128GB, Red)",Good dealing
"Apple iPhone 14 (128GB, Red)",Product is super awesome and specially the staff is excellent
"Apple iPhone 14 (128GB, Red)",My first iPhone and I am totally satisfied. The camera is awesome and overall experience is great.
"Apple iPhone 14 (128GB, Red)",Nice one
"Apple iPhone 14 (128GB, Red)",Nice
"Apple iPhone 14 (128GB, Red)",Nice product
"Apple iPhone 14 (128GB, Red)",Ultimate
"Apple iPhone 14 (256GB, Red)",Very good
"Apple iPhone 14 (256GB, Red)",Super
"Apple iPhone 14 (256GB, Red)",Wonderful phone.
"Apple iPhone 14 (256GB, Red)",Excellent
"Apple iPhone 14 (256GB, Purple)",Excellent
"Apple iPhone 14 (256GB, Purple)",Satisfactory purchase.
"Apple iPhone 14 (256GB, Purple)",Good product and feeling good
"Apple iPhone 14 (256GB, Purple)",Awesome
"Apple iPhone 14 (256GB, Purple)",Very good
"Apple iPhone 14 (256GB, Purple)",Overall experience was good. But data transfer from old phone to new phone took lots of time.
"Apple iPhone 14 (256GB, Purple)",I like the Apple mobile and had a great day.
"Apple iPhone 14 (256GB, Purple)",Super
"Apple iPhone 14 (256GB, Purple)",Good quality and great experience
"Apple iPhone 14 (256GB, Purple)",Satisfied
"Apple iPhone 14 (256GB, Starlight)",Not a good experience
"Apple iPhone 14 (256GB, Starlight)",Nice product
"Apple iPhone 14 (256GB, Starlight)",Excellent
"Apple iPhone 14 (256GB, Starlight)",Product is good & satisfactory as my choice. Croma shopping experience is superb
"Apple iPhone 14 (256GB, Starlight)",Very nice
"Apple iPhone 14 (256GB, Starlight)",Nice product and good staff
"Apple iPhone 14 (256GB, Starlight)",Always got the nice product with good discounts
"Apple iPhone 14 (256GB, Starlight)",Experience is very nice
"Apple iPhone 14 (256GB, Starlight)",It was really a nice experience to buy my new iPhone 14. Mr John from Crompet Croma helped to get the stock at ease. Thanks Croma
"Apple iPhone 14 (256GB, Midnight)",Excellent phone
"Apple iPhone 14 (256GB, Midnight)",Very good
"Apple iPhone 14 (256GB, Midnight)","First of all thanks to Tata groups. Good store atmosphere and productive salesman, recently I bought apple iphone 14, product is great and good quality and same good consumer service from Croma (mount road branch )"
"Apple iPhone 14 (256GB, Midnight)",Over all good
"Apple iPhone 14 (256GB, Midnight)",Excellent
"Apple iPhone 14 (256GB, Midnight)",Good Experience
"Apple iPhone 14 (256GB, Midnight)",Good experience
"Apple iPhone 14 (256GB, Midnight)",It was good experience product is also good
"Apple iPhone 14 (256GB, Midnight)",Experience was so good
"Apple iPhone 14 (256GB, Midnight)",Loved the product. Staff was quite friendly. And colour availability was my main interest. Which was fulfilled. Thank you so much
"Apple iPhone 14 (256GB, Midnight)",Wonderful product. I hit great discounts at Croma. The sales staff was very efficient and polite. He helped us in all possible ways. It was seamless and wonderful experience
"Apple iPhone 14 (256GB, Midnight)","I am very happy with the product, and the sales person Pooja ji was ver humble and kind! The purchase was made easier because of her"
"Apple iPhone 14 (256GB, Midnight)",Yeah my mom really loved the iPhone. Thank you
"Apple iPhone 14 (256GB, Midnight)",Awesome
"Apple iPhone 14 (256GB, Midnight)",Good job
"Apple iPhone 14 (256GB, Midnight)",Product is good very much satisfied
"Apple iPhone 14 (256GB, Midnight)",Product is very well designed to ease your business.
"Apple iPhone 14 (256GB, Midnight)",REALLY WONDERFUL PIECE.
"Apple iPhone 14 (256GB, Midnight)",Good product
"Apple iPhone 14 Pro (128GB, Deep Purple)",Extremely satisfied with the price I got thanks for it
"Apple iPhone 14 Pro (128GB, Deep Purple)",Good
"Apple iPhone 14 Pro (128GB, Deep Purple)",very good
"Apple iPhone 14 Pro (128GB, Deep Purple)",It was great experience purchasing this phone from Croma
"Apple iPhone 14 Pro (128GB, Deep Purple)",Phone is nice! especially would like to thank Ravi very polite guy who helped me with each step from choosing to installing new phone with backup. Thank you so much for all the help.
"Apple iPhone 14 Pro (128GB, Deep Purple)",Excellent phone
"Apple iPhone 14 Pro (128GB, Deep Purple)",Great product
"Apple iPhone 14 Pro (128GB, Deep Purple)",Its good
"Apple iPhone 14 Pro (128GB, Deep Purple)","Larger, sharper display thats easier to read, better performance and perhaps for the first time, a battery you can lean on for a full day before needing a recharge"
"Apple iPhone 14 Pro (128GB, Deep Purple)",Good product no trouble
"Apple iPhone 14 Pro (128GB, Deep Purple)",Nice ��
"Apple iPhone 14 Pro (128GB, Deep Purple)",I like the service of Croma and product is awesome
"Apple iPhone 14 Pro (128GB, Deep Purple)",Product was nice and mostly is handy as well as upgraded features.
"Apple iPhone 14 Pro (128GB, Deep Purple)",Feeling Awesome
"Apple iPhone 14 Pro (128GB, Deep Purple)",Good product
"Apple iPhone 14 Pro (128GB, Deep Purple)",Best quality
"Apple iPhone 14 Pro (128GB, Deep Purple)",Good.
"Apple iPhone 14 Pro (128GB, Deep Purple)",Very good product
"Apple iPhone 14 Pro (128GB, Deep Purple)",Excellent
"Apple iPhone 14 Pro (128GB, Deep Purple)",Good for all
"Apple iPhone 14 Pro (128GB, Deep Purple)",Good experience
"Apple iPhone 14 Pro (128GB, Deep Purple)",It was ok.
"Apple iPhone 14 Pro (128GB, Deep Purple)",Authentic product.
"Apple iPhone 14 Pro (128GB, Deep Purple)",I am very happy to purchase
"Apple iPhone 14 Pro (128GB, Deep Purple)",Excellent!
"Apple iPhone 14 Pro (128GB, Deep Purple)",Phone gets heated while running sometime
"Apple iPhone 14 Pro (128GB, Deep Purple)",Awesome
"Apple iPhone 14 Pro (128GB, Deep Purple)",Very good experience
"Apple iPhone 14 Pro (128GB, Deep Purple)",It is quite good.
"Apple iPhone 14 Pro (128GB, Deep Purple)",It's a great experience
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Amazing staff and great product
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Simply enjoyed the shopping and now enjoying the product. Great deals and great experience.
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Good product and genuine products are available at Croma store
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Very fabulous product
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Very happy to get one of my dream product with genuinity and with warm welcome. Really had a good customer satisfaction.
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Gets too hot when I use it and charge drains too fast
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Best phone in the market
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Great
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",The best
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Very good
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Very nice
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",The product is very nice. Loved it.
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Wonderful
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Very good 10
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Best iPhone ever
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Awesome experience and best deal
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Iphone 14 pro max is the best mobile in the market
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Excellent
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",It was very nice experience
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Excellent product
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Apple product is always a good product. Croma sales persons were good
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Nice one hoping for more good products
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Good exercise
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Nice
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Awesome!
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",GOOD EXPERIENCE
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Nice service and product
"Apple iPhone 14 Pro Max (256GB, Deep Purple)","iPhone 14 pro max is just amazing. Great camera, runs smooth and got great features."
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Awesome service and nice product
"Apple iPhone 14 Pro Max (256GB, Deep Purple)",Very Good
"Apple iPhone 14 Plus (128GB, Blue)",Great experience and deal
"Apple iPhone 14 Plus (128GB, Blue)",Bad bad
"Apple iPhone 14 Plus (128GB, Blue)",Great product from apple. Fits my need perfectly.
"Apple iPhone 14 Plus (128GB, Blue)",Happy
"Apple iPhone 14 Plus (128GB, Blue)",Great
"Apple iPhone 14 Plus (128GB, Blue)",It was good
"Apple iPhone 14 Plus (128GB, Blue)",Best shopping experience.
"Apple iPhone 14 Plus (128GB, Blue)",Product was awesome
"Apple iPhone 14 Plus (128GB, Blue)",Very nice
"Apple iPhone 14 Plus (128GB, Blue)",Very good
"Apple iPhone 14 Plus (128GB, Blue)",First time buy Apple product and highly satisfied with it
"Apple iPhone 14 Plus (128GB, Blue)",Very nice.
"Apple iPhone 14 Plus (128GB, Blue)",Really good phone. Excellent camera and audio quality. Battery back is really good compared to other iphones.
"Apple iPhone 14 Plus (128GB, Blue)",Excellent experience so far
"Apple iPhone 14 Plus (128GB, Blue)",It is really good
"Apple iPhone 14 Plus (128GB, Blue)",Nice valuable product
"Apple iPhone 14 Plus (128GB, Blue)",So nice
"Apple iPhone 14 Plus (128GB, Blue)",Very good product
"Apple iPhone 14 Plus (128GB, Blue)",Excellent
"Apple iPhone 14 Plus (128GB, Blue)",Good excellent 10
"Apple iPhone 14 Plus (128GB, Blue)",Product is too good and good customer service
"Apple iPhone 14 Plus (128GB, Blue)",Product is good and easy to. Operate battery is up to three days.
"Apple iPhone 14 Plus (128GB, Blue)",Lot of features are missing. Not a worth buying.
"Apple iPhone 14 Plus (128GB, Blue)",Nice product
"Apple iPhone 14 Plus (128GB, Blue)",Good job
"Apple iPhone 14 Plus (128GB, Blue)",Very nice and reasonable rate
"Apple iPhone 14 Plus (128GB, Blue)",Nice product an good features iphone its awesome I loved it
"Apple iPhone 14 Plus (128GB, Blue)",Wonderful experience
"Apple iPhone 14 Plus (128GB, Blue)",Good product
"Apple iPhone 14 Plus (128GB, Blue)",Great. Supportive staff and excellent product
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It's very good
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Good
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It's a wonderful product. And Easy to buy especially @ Croma
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Best experience
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",I had very good experience
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It was great
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Extremely good
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Excellent phone
"Apple iPhone 14 Pro Max (128GB, Deep Purple)","Love the product. If it wasn't with the hard work from the executive Pinki Kathar in Phoenix Market City store, I wouldn't have got it. She made it easy and comfortable to make the purchase. Thank you Croma."
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Product working very nicely my all work goes smoothly by using this phone thank you
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It was good
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Very good
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Very nice
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It was a good experience
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It was a good experience buying an iphone from Croma.
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Very much satisfied
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Good Super
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Fantastic product. No regrets
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Yeh bahut accha hai iphone 14pro max maja aa gaya (Its a very nice phone iPhone 14 pro Max. Loved it)
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Excellent
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Very much satisfying
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Good experience
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Awesome product
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Excellent product
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Too good experience
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",It's good
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Best product and amazing speed and battery durability
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Very good experience buying iPhone 14 Pro Max from Croma. Competitive rates & good technical support.
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",No doubt the product I bought is amazing and that salesmen was too good to give services so much appreciated and overall best experience I had with you guys! Thanks for making my day and others too :)
"Apple iPhone 14 Pro Max (128GB, Deep Purple)",Very good experience
"Apple iPhone 14 Pro (128GB, Space Black)","Amazing phone, quality"
"Apple iPhone 14 Pro (128GB, Space Black)",Excellent
"Apple iPhone 14 Pro (128GB, Space Black)",Very good
"Apple iPhone 14 Pro (128GB, Space Black)",Had a great shopping experience
"Apple iPhone 14 Pro (128GB, Space Black)",Excellent.
"Apple iPhone 14 Pro (128GB, Space Black)",Good thank you.
"Apple iPhone 14 Pro (128GB, Space Black)",Less battery backup
"Apple iPhone 14 Pro (128GB, Space Black)",Super
"Apple iPhone 14 Pro (128GB, Space Black)",Satisfied
"Apple iPhone 14 Pro (128GB, Space Black)",Nice good fantastic. All good and super
"Apple iPhone 14 Pro (128GB, Silver)",Very good
"Apple iPhone 14 Pro (128GB, Silver)",Great overall excellent experience with ordering and delivery. Product was delivered earlier than promised. Amazing product from Apple as expected.
"Apple iPhone 14 Pro (128GB, Silver)",Experience was good
"Apple iPhone 14 Pro (128GB, Silver)",Good phone
"Apple iPhone 14 Pro (128GB, Silver)",iPhone is iPhone
"Apple iPhone 14 Pro (128GB, Silver)","Awesome product, this time camera is really good, picture clarity is superb and cinematic mode of video records is ice on the cake. Notch has also reduced which looks good"
"Apple iPhone 14 Pro (256GB, Deep Purple)","iPhone 14pro is good, checked Geekbench and found my purchased one is showing good numbers. Camera takes some time getting used to from iPhone 12, as there are several zoom options. Overall phone is heavier than before, brighter. Always on is helpful and the dynamic Island is probably helpful when on call"
"Apple iPhone 14 Pro (256GB, Deep Purple)",Good product.
"Apple iPhone 14 Pro (256GB, Deep Purple)",Its a great phone
"Apple iPhone 14 Pro (256GB, Deep Purple)",Just average
"Apple iPhone 14 Pro (256GB, Deep Purple)",I had a really great experience
"Apple iPhone 14 Pro (256GB, Deep Purple)",Great
"Apple iPhone 14 Pro (256GB, Deep Purple)",Very good
"Apple iPhone 14 Pro (256GB, Deep Purple)",Great experience
"Apple iPhone 14 Pro (256GB, Deep Purple)",Price very competitive
"Apple iPhone 14 Pro (256GB, Deep Purple)",Best product
"Apple iPhone 14 Pro (256GB, Deep Purple)",Good product
"Apple iPhone 14 Pro (256GB, Deep Purple)",Amazing
"Apple iPhone 14 Pro (256GB, Deep Purple)",Good product with good service
"Apple iPhone 14 Pro (256GB, Deep Purple)",I'm loving my phone. One of the best decision I've made recently.
"Apple iPhone 14 Pro (256GB, Deep Purple)",Excellent
"Apple iPhone 14 Pro (256GB, Deep Purple)",Good Mobile & Very Aggressive Price
"Apple iPhone 14 Pro (256GB, Deep Purple)",Superb
"Apple iPhone 14 Pro (256GB, Deep Purple)",I like it
"Apple iPhone 14 Pro (256GB, Deep Purple)",Nice product
"Apple iPhone 14 Pro (256GB, Deep Purple)",Fabulous
"Apple iPhone 14 Pro (256GB, Deep Purple)",Good and delightful experience
"Apple iPhone 14 Pro (256GB, Deep Purple)",The product is awesome
"Apple iPhone 14 Pro (256GB, Deep Purple)",Product is nice
"Apple iPhone 14 Pro (256GB, Deep Purple)",Awesome
"Apple iPhone 14 Pro (256GB, Deep Purple)",Loving it
"Apple iPhone 14 Pro (256GB, Deep Purple)",Happy with the product and offer given by Croma
"Apple iPhone 14 Pro (256GB, Deep Purple)",Good nice
"Apple iPhone 14 Pro (256GB, Deep Purple)",Very Good
"Apple iPhone 14 Pro (256GB, Deep Purple)",Very bad experience
"Apple iPhone 14 Pro (256GB, Deep Purple)",Product is heating too much
"Apple iPhone 14 Pro (128GB, Gold)",Good experience
"Apple iPhone 14 Pro (128GB, Gold)",Very good
"Apple iPhone 14 Pro (128GB, Gold)",Nice experience
"Apple iPhone 14 Pro (128GB, Gold)",Very nice
"Apple iPhone 14 Pro (128GB, Gold)",Awesome product
"Apple iPhone 14 Pro (128GB, Gold)",Its very bad
"Apple iPhone 14 Pro (128GB, Gold)",Nice Experience
"Apple iPhone 14 Pro (128GB, Gold)",Product is working perfect.
"Apple iPhone 14 Pro (128GB, Gold)",Good product
"Apple iPhone 14 Pro (256GB, Space Black)",Good
"Apple iPhone 14 Pro (256GB, Space Black)",Good!
"Apple iPhone 14 Pro (256GB, Space Black)",It’s a great product. Service at the store was good. Rupak Samaresh and Suvendu helped a lot.
"Apple iPhone 14 Pro (256GB, Space Black)",FANTASTIC
"Apple iPhone 14 Pro (256GB, Space Black)",Amazing product! Apple never disappoints
"Apple iPhone 14 Pro (256GB, Space Black)",It's a good
"Apple iPhone 14 Pro (256GB, Space Black)",Awesome and cool
"Apple iPhone 14 Pro (256GB, Space Black)","Everything is fine in phone , I Trust on TATA."
"Apple iPhone 14 Pro (256GB, Space Black)",Super gift
"Apple iPhone 14 Pro (256GB, Space Black)",Its just awesome
"Apple iPhone 14 Pro (256GB, Space Black)",It's a great phone
"Apple iPhone 14 Pro (256GB, Space Black)","Overall experience was good. And to talk about the product, its my favourite one and I love using it."
"Apple iPhone 14 Pro (256GB, Space Black)",Good experience.
"Apple iPhone 14 Pro (256GB, Space Black)",Amazing
"Apple iPhone 14 Pro (256GB, Space Black)",Excellent
"Apple iPhone 14 Pro (256GB, Space Black)",Good experience
"Apple iPhone 14 Pro (256GB, Space Black)",Loved it
"Apple iPhone 14 Pro (256GB, Space Black)",Very satisfied
"Apple iPhone 14 Pro (256GB, Space Black)",Great Product
"Apple iPhone 14 Pro (256GB, Space Black)",Good and nice
"Apple iPhone 14 Pro Max (128GB, Space Black)",Excellent
"Apple iPhone 14 Pro Max (128GB, Space Black)",Great
"Apple iPhone 14 Pro Max (128GB, Space Black)",Good experience
"Apple iPhone 14 Pro Max (128GB, Space Black)",All good
"Apple iPhone 14 Pro Max (128GB, Space Black)",Camera quality not good
"Apple iPhone 14 Pro Max (128GB, Space Black)",Amazing camera experience
"Apple iPhone 14 Pro Max (128GB, Space Black)",Execellent
"Apple iPhone 14 Pro Max (128GB, Space Black)",Great Experience
"Apple iPhone 14 Pro Max (128GB, Space Black)",Nice and cool
"Apple iPhone 14 Pro Max (256GB, Space Black)",It is awesome
"Apple iPhone 14 Pro Max (256GB, Space Black)",Excellent
