,Product,Review,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Avg Rating,Price,Link
15,"Apple iPhone 14 (128GB, Blue)",Nice price and good service,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
16,"Apple iPhone 14 (128GB, Blue)",Good experience,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
17,"Apple iPhone 14 (128GB, Blue)",Its a good product,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
18,"Apple iPhone 14 (128GB, Blue)",Great product and service.,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
19,"Apple iPhone 14 (128GB, Blue)",Nice shopping experience. Got the best price.,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
20,"Apple iPhone 14 (128GB, Blue)",Good for me,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
21,"Apple iPhone 14 (128GB, Blue)",Very good,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
22,"Apple iPhone 14 (128GB, Blue)",It was good,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
23,"Apple iPhone 14 (128GB, Blue)",Good dealing,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
24,"Apple iPhone 14 (128GB, Blue)",Great experience,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
25,"Apple iPhone 14 (128GB, Blue)",Excellent,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
26,"Apple iPhone 14 (128GB, Blue)",Its great and thanks to the customer care guy Mr Seikh who helped us thoroughly to choose the right product. Thumbs up to team Croma,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
27,"Apple iPhone 14 (128GB, Blue)",Good 5,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
28,"Apple iPhone 14 (128GB, Blue)",Good experience to purchase,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
29,"Apple iPhone 14 (128GB, Blue)",Satisfied,172,20,2,4,6,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-blue-/p/261934
30,"Apple iPhone 14 (128GB, Starlight)",Nice product and best service,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
31,"Apple iPhone 14 (128GB, Starlight)",Great deal,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
32,"Apple iPhone 14 (128GB, Starlight)",Product was amazing,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
33,"Apple iPhone 14 (128GB, Starlight)",Excellent product,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
34,"Apple iPhone 14 (128GB, Starlight)",Good all,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
35,"Apple iPhone 14 (128GB, Starlight)",The product is so good,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
36,"Apple iPhone 14 (128GB, Starlight)",Nice product,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
37,"Apple iPhone 14 (128GB, Starlight)",Buying experience was good,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
38,"Apple iPhone 14 (128GB, Starlight)",Good product and very good service by Sagar Agrawal,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
39,"Apple iPhone 14 (128GB, Starlight)",Best service. I am Happy,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
40,"Apple iPhone 14 (128GB, Starlight)",Love it!,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
41,"Apple iPhone 14 (128GB, Starlight)",Not good,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
42,"Apple iPhone 14 (128GB, Starlight)",Great,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
43,"Apple iPhone 14 (128GB, Starlight)",Good experience,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
44,"Apple iPhone 14 (128GB, Starlight)",good to use,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
45,"Apple iPhone 14 (128GB, Starlight)",Very good product,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
46,"Apple iPhone 14 (128GB, Starlight)",Great it was,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
47,"Apple iPhone 14 (128GB, Starlight)",Thank you to Mr. Amit for helping and giving a good deal,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
48,"Apple iPhone 14 (128GB, Starlight)",Its a very good product and Croma is nice place to purchase electronics and very supportive staff.,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
49,"Apple iPhone 14 (128GB, Starlight)",Nice,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
50,"Apple iPhone 14 (128GB, Starlight)",Very good,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
51,"Apple iPhone 14 (128GB, Starlight)",Amazing experience,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
52,"Apple iPhone 14 (128GB, Starlight)",Excellent,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
53,"Apple iPhone 14 (128GB, Starlight)",It's very bad,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
54,"Apple iPhone 14 (128GB, Starlight)",Nice work,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
55,"Apple iPhone 14 (128GB, Starlight)",Good experience great deal,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
56,"Apple iPhone 14 (128GB, Starlight)",All good,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
57,"Apple iPhone 14 (128GB, Starlight)",Superb,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
58,"Apple iPhone 14 (128GB, Starlight)",Very good job,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
59,"Apple iPhone 14 (128GB, Starlight)",Very Good,87,9,1,2,2,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-starlight-/p/261931
60,"Apple iPhone 14 (128GB, Purple)","This device has an Alluminium body and low refresh rate. Its a compromise on body, camera and display.",98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
61,"Apple iPhone 14 (128GB, Purple)",Good product as expected.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
62,"Apple iPhone 14 (128GB, Purple)",Nice performance,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
63,"Apple iPhone 14 (128GB, Purple)",Good Okay,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
64,"Apple iPhone 14 (128GB, Purple)",Excellent product,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
65,"Apple iPhone 14 (128GB, Purple)",Very nice,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
66,"Apple iPhone 14 (128GB, Purple)",Awesome,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
67,"Apple iPhone 14 (128GB, Purple)",amazing phone,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
68,"Apple iPhone 14 (128GB, Purple)",IPhone 14's camera and battery life is good and other features is also best. And purchase experience in Croma for customer and behaviour very good and helpful.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
69,"Apple iPhone 14 (128GB, Purple)",Excellent keep it up,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
70,"Apple iPhone 14 (128GB, Purple)",Switched from android to iphone and I am loving it. Trying to adapt to this phone but yeah always a bettter choice than other phones.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
71,"Apple iPhone 14 (128GB, Purple)",The product is excellent,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
72,"Apple iPhone 14 (128GB, Purple)",Its good,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
73,"Apple iPhone 14 (128GB, Purple)",Good response,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
74,"Apple iPhone 14 (128GB, Purple)",Awesome product,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
75,"Apple iPhone 14 (128GB, Purple)",Very good product,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
76,"Apple iPhone 14 (128GB, Purple)",Amazing,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
77,"Apple iPhone 14 (128GB, Purple)",Its too good phone,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
78,"Apple iPhone 14 (128GB, Purple)",Amazing and Nice experience.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
79,"Apple iPhone 14 (128GB, Purple)",Too good experience,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
80,"Apple iPhone 14 (128GB, Purple)",The product is good and the service was good too.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
81,"Apple iPhone 14 (128GB, Purple)",Product is very good. We were assisted by Nithya in Croma Mogapair west ( Wavin) branch. She was very sweet and answered all of our questions.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
82,"Apple iPhone 14 (128GB, Purple)",Product is awesome,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
83,"Apple iPhone 14 (128GB, Purple)",Very good,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
84,"Apple iPhone 14 (128GB, Purple)",Fantastic,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
85,"Apple iPhone 14 (128GB, Purple)",Excellent,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
86,"Apple iPhone 14 (128GB, Purple)",Amazing experience,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
87,"Apple iPhone 14 (128GB, Purple)",Very affordable price lots of variety. Thanks to SUKHEN HALDER for giving me very well guidance to purchase right smartphone according to my needs.,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
88,"Apple iPhone 14 (128GB, Purple)",Super,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
89,"Apple iPhone 14 (128GB, Purple)",Best product,98,7,2,1,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-purple-/p/261932
90,"Apple iPhone 14 (128GB, Midnight)",Not bad,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
91,"Apple iPhone 14 (128GB, Midnight)",It was really a great experience. Thanks,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
92,"Apple iPhone 14 (128GB, Midnight)",Good and helpful,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
93,"Apple iPhone 14 (128GB, Midnight)",Product is ok,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
94,"Apple iPhone 14 (128GB, Midnight)",Best product at best price,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
95,"Apple iPhone 14 (128GB, Midnight)",Product is working good,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
96,"Apple iPhone 14 (128GB, Midnight)",Very nice,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
97,"Apple iPhone 14 (128GB, Midnight)",Nice experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
98,"Apple iPhone 14 (128GB, Midnight)",Good product,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
99,"Apple iPhone 14 (128GB, Midnight)",The product is a flagship one without any doubt.,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
100,"Apple iPhone 14 (128GB, Midnight)",Great phone,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
101,"Apple iPhone 14 (128GB, Midnight)",Apple product are always nice,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
102,"Apple iPhone 14 (128GB, Midnight)",Good experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
103,"Apple iPhone 14 (128GB, Midnight)",Awesome experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
104,"Apple iPhone 14 (128GB, Midnight)",Good one,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
105,"Apple iPhone 14 (128GB, Midnight)","Screen, Camera ease of use",106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
106,"Apple iPhone 14 (128GB, Midnight)",New experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
107,"Apple iPhone 14 (128GB, Midnight)",Very good experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
108,"Apple iPhone 14 (128GB, Midnight)",Bad experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
109,"Apple iPhone 14 (128GB, Midnight)",Its wonderful to have this product with excellent new features,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
110,"Apple iPhone 14 (128GB, Midnight)","My last product from Apple was iPhone 5 and it was an awesome phone till the time Apple was releasing product updates for it. I'm glad I made the switch back to Apple. iPhone 14 is a great phone, doesn't lag, is fluid and interface is awesome. Buying experience was great as well.",106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
111,"Apple iPhone 14 (128GB, Midnight)","Screen, Camera ease of use ",106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
112,"Apple iPhone 14 (128GB, Midnight)",It was an amazing experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
113,"Apple iPhone 14 (128GB, Midnight)",Excellent image processing!! Lightweight!!,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
114,"Apple iPhone 14 (128GB, Midnight)",Nice.,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
115,"Apple iPhone 14 (128GB, Midnight)",Very good,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
116,"Apple iPhone 14 (128GB, Midnight)",Pathetic Experience,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
117,"Apple iPhone 14 (128GB, Midnight)",Excellent,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
118,"Apple iPhone 14 (128GB, Midnight)",All in all everything is best.,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
119,"Apple iPhone 14 (128GB, Midnight)",Its an apple product so basically it is very good since I have been using Apple products for more than 10 years,106,18,2,3,0,['4.7 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930
120,"Apple iPhone 14 (256GB, Blue)",Awesome,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
121,"Apple iPhone 14 (256GB, Blue)",Very good product,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
122,"Apple iPhone 14 (256GB, Blue)",Nice good,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
123,"Apple iPhone 14 (256GB, Blue)",Actually good product quality,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
124,"Apple iPhone 14 (256GB, Blue)",very good,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
125,"Apple iPhone 14 (256GB, Blue)",Very good,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
126,"Apple iPhone 14 (256GB, Blue)",It was great experience. Will look forward to shop something soon,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
127,"Apple iPhone 14 (256GB, Blue)",Product is very good,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
128,"Apple iPhone 14 (256GB, Blue)",Excellent,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
129,"Apple iPhone 14 (256GB, Blue)",Nice experience and good approch,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
130,"Apple iPhone 14 (256GB, Blue)",Good pricing,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
131,"Apple iPhone 14 (256GB, Blue)",It's ok,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
132,"Apple iPhone 14 (256GB, Blue)",Very nice,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
133,"Apple iPhone 14 (256GB, Blue)",Nice experience,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
134,"Apple iPhone 14 (256GB, Blue)",Good experience,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
135,"Apple iPhone 14 (256GB, Blue)",Very Good,28,1,1,0,0,['4.9 '],"[' ₹84,900.00 ']",https://www.croma.com/apple-iphone-14-256gb-blue-/p/261939
136,"Apple iPhone 14 (128GB, Red)",Good very good,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
137,"Apple iPhone 14 (128GB, Red)",Good ambience. Product is good. Staffs are good. Satisfied with the product,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
138,"Apple iPhone 14 (128GB, Red)",It was a great experience,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
139,"Apple iPhone 14 (128GB, Red)",Nice product,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
140,"Apple iPhone 14 (128GB, Red)",First iPhone! Great camera for low lights. Feels just premium. Go for it guyz.,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
141,"Apple iPhone 14 (128GB, Red)",I love the product it is good,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
142,"Apple iPhone 14 (128GB, Red)",Product is good,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
143,"Apple iPhone 14 (128GB, Red)",Not happy with product,24,2,1,0,0,['4.8 '],"[' ₹70,990.00 ']",https://www.croma.com/apple-iphone-14-128gb-red-/p/261933
